dataPlatform,schema,dataset,class,field,sqlDataType,sourceDataType,sourceEntityType,sourceNullable,columnSize,definedBy,ordinalPosition,idx,pk,pii,encodingType,classification,V17
Temenos_Oracle,TEMENOS_DEMO,PRODUCT_XML,PRODUCT_XML,NAME,12,VARCHAR2,Column,TRUE,100,STRING,4,,,,,NAME,
Temenos_Oracle,TEMENOS_DEMO,PRODUCT_XML,PRODUCT_XML,PAYLOAD,2009,XMLTYPE,Column,FALSE,2000,PayloadClass,2,,,true,XML,,
Temenos_Oracle,TEMENOS_DEMO,PRODUCT_XML,PRODUCT_XML,PRODUCT_CODE,12,VARCHAR2,Column,TRUE,30,STRING,3,true,,,,,
Temenos_Oracle,TEMENOS_DEMO,PRODUCT_XML,PayloadClass,product,,,,,,PayloadClass;ProductClass,,,,,,,
Temenos_Oracle,TEMENOS_DEMO,PRODUCT_XML,PayloadClass;ProductClass,category,,,,,,STRING,,,,,,,
Temenos_Oracle,TEMENOS_DEMO,PRODUCT_XML,PayloadClass;ProductClass,code,,,,,,STRING,,,,,,,
Temenos_Oracle,TEMENOS_DEMO,PRODUCT_XML,PayloadClass;ProductClass,defaultCcy,,,,,,STRING,,,,,,,
Temenos_Oracle,TEMENOS_DEMO,PRODUCT_XML,PayloadClass;ProductClass,interestRate,,,,,,STRING,,,,,,,
Temenos_Oracle,TEMENOS_DEMO,PRODUCT_XML,PayloadClass;ProductClass,name,,,,,,STRING,,,,,,NAME,
Temenos_Oracle,TEMENOS_DEMO,TXN_ENTRY_XML,PayloadClass,entry,,,,,,PayloadClass;EntryClass,,,,,,,
Temenos_Oracle,TEMENOS_DEMO,TXN_ENTRY_XML,PayloadClass;EntryClass,accountNo,,,,,,STRING,,,,,,,
Temenos_Oracle,TEMENOS_DEMO,TXN_ENTRY_XML,PayloadClass;EntryClass,amount,,,,,,STRING,,,,,,,
Temenos_Oracle,TEMENOS_DEMO,TXN_ENTRY_XML,PayloadClass;EntryClass,branchCode,,,,,,STRING,,,,,,,
Temenos_Oracle,TEMENOS_DEMO,TXN_ENTRY_XML,PayloadClass;EntryClass,currency,,,,,,STRING,,,,,,,
Temenos_Oracle,TEMENOS_DEMO,TXN_ENTRY_XML,PayloadClass;EntryClass,drCr,,,,,,STRING,,,,,,,
Temenos_Oracle,TEMENOS_DEMO,TXN_ENTRY_XML,PayloadClass;EntryClass,txnRef,,,,,,STRING,,,,,,,
Temenos_Oracle,TEMENOS_DEMO,TXN_ENTRY_XML,TXN_ENTRY_XML,ACCOUNT_NO,12,VARCHAR2,Column,TRUE,40,STRING,4,,,,,,
Temenos_Oracle,TEMENOS_DEMO,TXN_ENTRY_XML,TXN_ENTRY_XML,AMOUNT,2,NUMBER,Column,TRUE,18,REAL,6,,,,,,
Temenos_Oracle,TEMENOS_DEMO,TXN_ENTRY_XML,TXN_ENTRY_XML,BRANCH_CODE,12,VARCHAR2,Column,TRUE,30,STRING,8,,,,,,
Temenos_Oracle,TEMENOS_DEMO,TXN_ENTRY_XML,TXN_ENTRY_XML,CURRENCY_CODE,1,CHAR,Column,TRUE,3,STRING,7,,,,,,
Temenos_Oracle,TEMENOS_DEMO,TXN_ENTRY_XML,TXN_ENTRY_XML,DR_CR,1,CHAR,Column,TRUE,1,STRING,5,,,,,,
Temenos_Oracle,TEMENOS_DEMO,TXN_ENTRY_XML,TXN_ENTRY_XML,ID,2,NUMBER,Column,FALSE,0,REAL,1,true,true,,,,
Temenos_Oracle,TEMENOS_DEMO,TXN_ENTRY_XML,TXN_ENTRY_XML,PAYLOAD,2009,XMLTYPE,Column,FALSE,2000,PayloadClass,2,,,,XML,,
Temenos_Oracle,TEMENOS_DEMO,TXN_ENTRY_XML,TXN_ENTRY_XML,TXN_REF,12,VARCHAR2,Column,TRUE,50,STRING,3,,,,,,
Temenos_Oracle,TEMENOS_DEMO,TXN_XML,PayloadClass,txn,,,,,,PayloadClass;TxnClass,,,,,,,
Temenos_Oracle,TEMENOS_DEMO,TXN_XML,PayloadClass;TxnClass,channel,,,,,,STRING,,,,,,,
Temenos_Oracle,TEMENOS_DEMO,TXN_XML,PayloadClass;TxnClass,description,,,,,,STRING,,,,,,,
Temenos_Oracle,TEMENOS_DEMO,TXN_XML,PayloadClass;TxnClass,ref,,,,,,STRING,,,,,,,
Temenos_Oracle,TEMENOS_DEMO,TXN_XML,PayloadClass;TxnClass,status,,,,,,STRING,,,,,,,
Temenos_Oracle,TEMENOS_DEMO,TXN_XML,PayloadClass;TxnClass,ts,,,,,,STRING,,,,,,,
Temenos_Oracle,TEMENOS_DEMO,TXN_XML,TXN_XML,ID,2,NUMBER,Column,FALSE,0,REAL,1,true,true,,,,
Temenos_Oracle,TEMENOS_DEMO,TXN_XML,TXN_XML,PAYLOAD,2009,XMLTYPE,Column,FALSE,2000,PayloadClass,2,,,,XML,,
Temenos_Oracle,TEMENOS_DEMO,TXN_XML,TXN_XML,REF,12,VARCHAR2,Column,TRUE,50,STRING,3,true,,,,,
Temenos_Oracle,TEMENOS_DEMO,TXN_XML,TXN_XML,STATUS,12,VARCHAR2,Column,TRUE,12,STRING,4,,,,,,
Temenos_Oracle,TEMENOS_DEMO,TXN_XML,TXN_XML,TXN_TS,-101,TIMESTAMP(6) WITH TIME ZONE,Column,TRUE,13,UNKNOWN,5,,,,,,
